,lower_bound,upper_bound,null_hypothesis_holds
Unnamed: 0,0.0,0.0,True
q_flow_station_wait_time_avg,-0.07033220173521779,0.031060279234337296,True
q_flow_station_queue_length_avg,-0.010487603323245168,0.003078645355416051,True
q_flow_station_busy_avg,-0.008097769811923807,0.004845774906562502,True
secretary_station_wait_time_avg,-0.15448828369370549,0.5534073024986869,True
secretary_station_queue_length_avg,-0.02179424624300912,0.0671109195757532,True
secretary_station_busy_avg,-0.025651367620571578,0.02241973998537321,True
general_nurse_station_wait_time_avg,-0.8166780789339556,1.2202072483906463,True
general_nurse_station_queue_length_avg,-0.07489345277614357,0.114311051137229,True
general_nurse_station_busy_avg,-0.06703301172258068,0.12079398775268153,True
transplant_nurse_station_wait_time_avg,-4.452042477222409,3.1148280558594115,True
transplant_nurse_station_queue_length_avg,-0.08149858951299242,0.052583912762049136,True
transplant_nurse_station_busy_avg,-0.04208513072130319,0.04431078630335155,True
leukemia_doctor_1_wait_time_avg,-1.7969707218944073,21.006676130861383,True
leukemia_doctor_1_queue_length_avg,-0.20927043184481015,0.44671250890796604,True
leukemia_doctor_1_busy_avg,-0.02701910286692907,0.04138982178360662,True
leukemia_doctor_2_wait_time_avg,-10.286976650387794,8.098281836744713,True
leukemia_doctor_2_queue_length_avg,-0.25684837078310707,0.15511976183513002,True
leukemia_doctor_2_busy_avg,-0.05516239376876425,0.011915373059551513,True
transplant_doctor_1_wait_time_avg,-12.268983338354317,8.032797193154511,True
transplant_doctor_1_queue_length_avg,-0.3855884688410502,0.25170634562985456,True
transplant_doctor_1_busy_avg,-0.042096418141725336,0.018840487105388767,True
transplant_doctor_2_wait_time_avg,-19.88778540563039,5.438423594574678,True
transplant_doctor_2_queue_length_avg,-0.8587857966604187,0.1002687764884197,True
transplant_doctor_2_busy_avg,-0.04846922906076698,0.012681819852177856,True
transplant_doctor_3_wait_time_avg,-9.15665067087268,15.429882954326178,True
transplant_doctor_3_queue_length_avg,-0.454383065408394,0.5284028823280817,True
transplant_doctor_3_busy_avg,-0.04275324835775541,0.018516307567649527,True
other_patients_total_processing_time_avg,-2.8963717161064957,2.440530651554433,True
leukemia_doctor_1_complex_patients_total_processing_time_avg,0.12860434217405725,27.0334667717758,False
leukemia_doctor_1_regular_patients_total_processing_time_avg,-5.095689178991245,23.47410167983501,True
leukemia_doctor_2_complex_patients_total_processing_time_avg,-13.936924443999239,17.296452326329266,True
leukemia_doctor_2_regular_patients_total_processing_time_avg,-14.204482485777792,9.247551305382235,True
transplant_doctor_1_complex_patients_total_processing_time_avg,-2.3882300379760775,31.061466149220834,True
transplant_doctor_1_regular_patients_total_processing_time_avg,-8.72429901320031,12.088649602507095,True
transplant_doctor_2_complex_patients_total_processing_time_avg,-25.45391964128379,11.521460304775431,True
transplant_doctor_2_regular_patients_total_processing_time_avg,-21.075782306791787,6.182659760896939,True
transplant_doctor_3_complex_patients_total_processing_time_avg,-15.158938599896935,19.033131571493577,True
transplant_doctor_3_regular_patients_total_processing_time_avg,-9.608342109098254,14.94645670553294,True
leukemia_doctor_1_scheduled_vs_actual_time_diff_avg,-1.747208060809152,21.3713485778909,True
leukemia_doctor_2_scheduled_vs_actual_time_diff_avg,-10.702017982776297,9.935554943083027,True
transplant_doctor_1_scheduled_vs_actual_time_diff_avg,-7.665320834244078,11.048250307508937,True
transplant_doctor_2_scheduled_vs_actual_time_diff_avg,-18.585764246524406,6.419034934114707,True
transplant_doctor_3_scheduled_vs_actual_time_diff_avg,-9.343675213155107,13.951638286609496,True
general_nurse_station_scheduled_vs_actual_time_diff_avg,-0.7275248250174406,1.4081840914009247,True
transplant_nurse_station_scheduled_vs_actual_time_diff_avg,-4.0790186269907895,4.135152805340994,True
