,lower_bound,upper_bound,null_hypothesis_holds
Unnamed: 0,0.0,0.0,True
q_flow_station_wait_time_avg,-0.041867622088842024,0.05346939276057659,True
q_flow_station_queue_length_avg,-0.004532975419583415,0.007028848188210578,True
q_flow_station_busy_avg,-0.002489155410486904,0.010857175196849995,True
secretary_station_wait_time_avg,-0.5534300212435069,0.1430650403539675,True
secretary_station_queue_length_avg,-0.059960983435825566,0.019333934997613707,True
secretary_station_busy_avg,-0.02552012020498617,0.025083682338279113,True
nurse_station_1_wait_time_avg,-8.248357564854665,3.742618190822039,True
nurse_station_1_queue_length_avg,-0.14559576513410744,0.1119275253451053,True
nurse_station_1_busy_avg,-0.05628927421726111,0.044991561699875185,True
nurse_station_2_wait_time_avg,-1.959658043080144,10.851364270622483,True
nurse_station_2_queue_length_avg,-0.057413783175693595,0.2604285538211353,True
nurse_station_2_busy_avg,-0.054942767601590975,0.04212000553309113,True
nurse_station_3_wait_time_avg,-7.387681484851118,4.603880977498584,True
nurse_station_3_queue_length_avg,-0.1625433814237125,0.1395748850691783,True
nurse_station_3_busy_avg,-0.06968442264646453,0.03438578272502103,True
nurse_station_4_wait_time_avg,-6.808059317377304,4.609496354302407,True
nurse_station_4_queue_length_avg,-0.14496259467755207,0.13555892907238237,True
nurse_station_4_busy_avg,-0.06496007122795139,0.031889972218635376,True
nurse_station_5_wait_time_avg,-10.20245616257892,2.1197251407427924,True
nurse_station_5_queue_length_avg,-0.25435031080252724,0.04977031590673392,True
nurse_station_5_busy_avg,-0.07678688531519313,0.026447655919323607,True
nurse_station_6_wait_time_avg,-7.266011217278873,2.555613552753517,True
nurse_station_6_queue_length_avg,-0.11206874486213955,0.038492759724057996,True
nurse_station_6_busy_avg,-0.06085433083957529,0.03002432850847985,True
leukemia_doctor_1_wait_time_avg,-19.36270812502333,2.6840016104887088,True
leukemia_doctor_1_queue_length_avg,-0.47061061030268214,0.1909459270883236,True
leukemia_doctor_1_busy_avg,-0.03398615667843352,0.0362102674450642,True
leukemia_doctor_2_wait_time_avg,-18.73626640483213,2.598601326359571,True
leukemia_doctor_2_queue_length_avg,-0.35978736294147834,0.13741078640389998,True
leukemia_doctor_2_busy_avg,-0.06929935332015236,-0.0042493123935732,False
transplant_doctor_1_wait_time_avg,-12.563883963487772,8.775368375477544,True
transplant_doctor_1_queue_length_avg,-0.28545692918520926,0.38403633744398147,True
transplant_doctor_1_busy_avg,-0.03892646282661459,0.03447446208342492,True
transplant_doctor_2_wait_time_avg,-24.70538304667062,6.2101151633024205,True
transplant_doctor_2_queue_length_avg,-0.7805770100035104,0.367500536844077,True
transplant_doctor_2_busy_avg,-0.059028342234183184,0.015733488148686373,True
transplant_doctor_3_wait_time_avg,-7.12487243810481,18.04169519043823,True
transplant_doctor_3_queue_length_avg,-0.08563999890186225,0.7910057526976009,True
transplant_doctor_3_busy_avg,-0.0023962171275219157,0.06208957432367643,True
other_patients_total_processing_time_avg,-6.886271957047582,1.2272722784957777,True
leukemia_doctor_1_complex_patients_total_processing_time_avg,-32.51791111591658,-6.842611722892302,False
leukemia_doctor_1_regular_patients_total_processing_time_avg,-42.25943735893408,-15.197663449269687,False
leukemia_doctor_2_complex_patients_total_processing_time_avg,-40.34703170052698,-4.716769524336623,False
leukemia_doctor_2_regular_patients_total_processing_time_avg,-33.36590642169588,-9.160585110178735,False
transplant_doctor_1_complex_patients_total_processing_time_avg,-21.14440958543849,7.584652266198054,True
transplant_doctor_1_regular_patients_total_processing_time_avg,-14.406095275561798,7.764798012551767,True
transplant_doctor_2_complex_patients_total_processing_time_avg,-34.678632037673324,7.879255140385352,True
transplant_doctor_2_regular_patients_total_processing_time_avg,-32.09885979429094,0.6842412263591982,True
transplant_doctor_3_complex_patients_total_processing_time_avg,-3.869490415616081,38.947377444471556,True
transplant_doctor_3_regular_patients_total_processing_time_avg,-4.195492220655996,21.181911371318527,True
leukemia_doctor_1_scheduled_vs_actual_time_diff_avg,-19.149634970673443,1.695804265267011,True
leukemia_doctor_2_scheduled_vs_actual_time_diff_avg,-26.806808543010458,-4.839426429985533,False
transplant_doctor_1_scheduled_vs_actual_time_diff_avg,-13.917837229241805,5.995674179534753,True
transplant_doctor_2_scheduled_vs_actual_time_diff_avg,-29.92952283337087,-0.6996826359977,False
transplant_doctor_3_scheduled_vs_actual_time_diff_avg,-3.928179796207413,20.484834024179232,True
nurse_station_1_scheduled_vs_actual_time_diff_avg,-11.859708720611874,0.5768429418111243,True
nurse_station_2_scheduled_vs_actual_time_diff_avg,-6.4729885420180935,6.403049523320764,True
nurse_station_3_scheduled_vs_actual_time_diff_avg,-10.667005521821377,1.9269454319905597,True
nurse_station_4_scheduled_vs_actual_time_diff_avg,-9.472915525664291,2.304698921396139,True
nurse_station_5_scheduled_vs_actual_time_diff_avg,-12.532034362763081,0.7517384752748288,True
nurse_station_6_scheduled_vs_actual_time_diff_avg,-6.545603242618169,3.2761485010201934,True
