,lower_bound,upper_bound,null_hypothesis_holds
Unnamed: 0,0.0,0.0,True
q_flow_station_wait_time_avg,-0.058587800692924324,0.047442776284548516,True
q_flow_station_queue_length_avg,-0.007203518754222346,0.0052694345694083424,True
q_flow_station_busy_avg,-0.007184156449942389,0.006207431853216484,True
secretary_station_wait_time_avg,-0.31836321887021407,0.4157366827742835,True
secretary_station_queue_length_avg,-0.036706683027126985,0.04576470977557283,True
secretary_station_busy_avg,-0.016787019818910752,0.030880362434074875,True
nurse_station_1_wait_time_avg,-4.826235173100104,7.528899522532784,True
nurse_station_1_queue_length_avg,-0.11728298195220863,0.17285249880298384,True
nurse_station_1_busy_avg,-0.047390616273940395,0.0599711132431129,True
nurse_station_2_wait_time_avg,-7.248104588501575,6.645579536031199,True
nurse_station_2_queue_length_avg,-0.15991981753498088,0.18438078755135875,True
nurse_station_2_busy_avg,-0.0567964830333714,0.03509902558371454,True
nurse_station_3_wait_time_avg,-11.499210043929205,2.019836686521799,True
nurse_station_3_queue_length_avg,-0.3012158567042803,0.04055632901521192,True
nurse_station_3_busy_avg,-0.10816676446552759,0.001509024196415125,True
nurse_station_4_wait_time_avg,-2.1759687340405502,9.431666108808587,True
nurse_station_4_queue_length_avg,-0.04371650776636654,0.23061465710576862,True
nurse_station_4_busy_avg,-0.022636210568182505,0.07394479296482145,True
nurse_station_5_wait_time_avg,-6.462437735266234,3.4243879048904295,True
nurse_station_5_queue_length_avg,-0.11653822040369796,0.09997757887131148,True
nurse_station_5_busy_avg,-0.05640334821821656,0.042274810350945075,True
nurse_station_6_wait_time_avg,-6.864928400376092,3.05834119555127,True
nurse_station_6_queue_length_avg,-0.11369026043759103,0.029516069929937244,True
nurse_station_6_busy_avg,-0.08839196223677899,0.007881240857778221,True
leukemia_doctor_1_wait_time_avg,-7.755176612455639,12.066236702288489,True
leukemia_doctor_1_queue_length_avg,-0.27088622505509874,0.3211879981269008,True
leukemia_doctor_1_busy_avg,-0.04499262227036944,0.02642885839324085,True
leukemia_doctor_2_wait_time_avg,-14.673150937313824,5.177560009840952,True
leukemia_doctor_2_queue_length_avg,-0.35749321916691745,0.11750335921123231,True
leukemia_doctor_2_busy_avg,-0.048468587278334176,0.00894344251683405,True
transplant_doctor_1_wait_time_avg,-14.547753497842114,7.968258435679319,True
transplant_doctor_1_queue_length_avg,-0.49914561455118134,0.2626326256682089,True
transplant_doctor_1_busy_avg,-0.04423599526985225,0.03247307067888126,True
transplant_doctor_2_wait_time_avg,-18.336441579014362,7.928840528979421,True
transplant_doctor_2_queue_length_avg,-0.7156355414796114,0.32531694825722757,True
transplant_doctor_2_busy_avg,-0.057390296836232355,0.00777992022594368,True
transplant_doctor_3_wait_time_avg,-5.63389765122415,20.21508441027709,True
transplant_doctor_3_queue_length_avg,-0.18165989483013267,0.8621968580412618,True
transplant_doctor_3_busy_avg,-0.017891677290432447,0.05023141505708652,True
other_patients_total_processing_time_avg,-5.754808860352117,2.7865398908583447,True
leukemia_doctor_1_complex_patients_total_processing_time_avg,-12.141049238885522,14.838356084482253,True
leukemia_doctor_1_regular_patients_total_processing_time_avg,-21.85520942258804,7.459678004106864,True
leukemia_doctor_2_complex_patients_total_processing_time_avg,-17.13985661885604,14.131268982860295,True
leukemia_doctor_2_regular_patients_total_processing_time_avg,-25.852048847972796,-2.3906621141013407,False
transplant_doctor_1_complex_patients_total_processing_time_avg,-30.136600033640164,6.736074599392623,True
transplant_doctor_1_regular_patients_total_processing_time_avg,-13.344213925379613,12.259444144279058,True
transplant_doctor_2_complex_patients_total_processing_time_avg,-22.200252087388616,19.195312698329747,True
transplant_doctor_2_regular_patients_total_processing_time_avg,-23.80910278532365,3.7890934506859253,True
transplant_doctor_3_complex_patients_total_processing_time_avg,-15.453694092996578,24.124163425633334,True
transplant_doctor_3_regular_patients_total_processing_time_avg,-1.3214679591255862,25.525070515508176,True
leukemia_doctor_1_scheduled_vs_actual_time_diff_avg,-10.58631156150668,10.842961388861607,True
leukemia_doctor_2_scheduled_vs_actual_time_diff_avg,-18.188859928403424,1.5335090490114194,True
transplant_doctor_1_scheduled_vs_actual_time_diff_avg,-12.665957036095186,10.307046973675643,True
transplant_doctor_2_scheduled_vs_actual_time_diff_avg,-20.647096900083046,3.976645475489324,True
transplant_doctor_3_scheduled_vs_actual_time_diff_avg,-1.721121465806485,23.683520329880842,True
nurse_station_1_scheduled_vs_actual_time_diff_avg,-4.104421088930525,8.620286257652044,True
nurse_station_2_scheduled_vs_actual_time_diff_avg,-8.574835247831313,5.582411612458433,True
nurse_station_3_scheduled_vs_actual_time_diff_avg,-10.741196378227432,3.1276806698524395,True
nurse_station_4_scheduled_vs_actual_time_diff_avg,-1.9810173242088274,10.17550469004048,True
nurse_station_5_scheduled_vs_actual_time_diff_avg,-6.7854195163481155,3.174585099492285,True
nurse_station_6_scheduled_vs_actual_time_diff_avg,-6.469044630764811,3.486975530368543,True
