,lower_bound,upper_bound,null_hypothesis_holds
Unnamed: 0,0.0,0.0,True
q_flow_station_wait_time_avg,-0.044460265918125984,0.040012117488606315,True
q_flow_station_queue_length_avg,-0.0063059594004768035,0.004654798347024429,True
q_flow_station_busy_avg,-0.005717718584524679,0.005541978230943068,True
secretary_station_wait_time_avg,-0.008186543852351957,0.6231298555380033,True
secretary_station_queue_length_avg,0.003909512558227239,0.0815070185437041,False
secretary_station_busy_avg,-0.004840119511181757,0.037697585194307284,True
general_nurse_station_wait_time_avg,-0.3460947769445082,1.7116113520723588,True
general_nurse_station_queue_length_avg,-0.04078013039748328,0.1638488661093641,True
general_nurse_station_busy_avg,-0.015749240367734715,0.16216158866895208,True
transplant_nurse_station_wait_time_avg,-6.141551611773565,2.405950181140682,True
transplant_nurse_station_queue_length_avg,-0.09318866043696286,0.045594532304566254,True
transplant_nurse_station_busy_avg,-0.07242132669305085,0.024424270920758124,True
leukemia_doctor_1_wait_time_avg,-11.76660290633772,13.95196172526002,True
leukemia_doctor_1_queue_length_avg,-0.36064298099267067,0.40080907261011856,True
leukemia_doctor_1_busy_avg,-0.023019245592201018,0.04658006656805275,True
leukemia_doctor_2_wait_time_avg,-16.719281731168348,0.6636422417690504,True
leukemia_doctor_2_queue_length_avg,-0.2811150424741089,0.08456970664505813,True
leukemia_doctor_2_busy_avg,-0.041985931589539754,0.01579295379244449,True
transplant_doctor_1_wait_time_avg,-14.23338102863196,7.33871481461351,True
transplant_doctor_1_queue_length_avg,-0.3709132225896621,0.33749608165764255,True
transplant_doctor_1_busy_avg,-0.04160071607301894,0.02458997227447112,True
transplant_doctor_2_wait_time_avg,-8.548264070439433,13.875393814985536,True
transplant_doctor_2_queue_length_avg,-0.3269129261833962,0.5428157757238508,True
transplant_doctor_2_busy_avg,-0.01656653144049404,0.04417532469031965,True
transplant_doctor_3_wait_time_avg,-15.063551901795096,9.514464842740773,True
transplant_doctor_3_queue_length_avg,-0.5534593267071837,0.4571980120050197,True
transplant_doctor_3_busy_avg,-0.03143556407429553,0.03597189916026772,True
other_patients_total_processing_time_avg,-4.073976897629272,1.2534905772576492,True
leukemia_doctor_1_complex_patients_total_processing_time_avg,-17.498937239563762,9.750429669430373,True
leukemia_doctor_1_regular_patients_total_processing_time_avg,-23.694400154572378,5.276786625205252,True
leukemia_doctor_2_complex_patients_total_processing_time_avg,-27.771686962102443,2.588236553179833,True
leukemia_doctor_2_regular_patients_total_processing_time_avg,-24.765918865788198,-0.42526739654727663,False
transplant_doctor_1_complex_patients_total_processing_time_avg,-14.7565848782464,25.712467298789434,True
transplant_doctor_1_regular_patients_total_processing_time_avg,-14.239443632134794,6.90857274367141,True
transplant_doctor_2_complex_patients_total_processing_time_avg,-21.217947185212456,12.608368161969604,True
transplant_doctor_2_regular_patients_total_processing_time_avg,-12.017764295056203,12.248637355779774,True
transplant_doctor_3_complex_patients_total_processing_time_avg,-4.910080787633037,21.394863894906408,True
transplant_doctor_3_regular_patients_total_processing_time_avg,-17.191720492373115,9.05061931524621,True
leukemia_doctor_1_scheduled_vs_actual_time_diff_avg,-7.247600918695394,17.713902705726223,True
leukemia_doctor_2_scheduled_vs_actual_time_diff_avg,-16.941153591987497,2.4442444215458208,True
transplant_doctor_1_scheduled_vs_actual_time_diff_avg,-13.340469256054742,6.434725665826771,True
transplant_doctor_2_scheduled_vs_actual_time_diff_avg,-10.368725064598195,11.937252850787733,True
transplant_doctor_3_scheduled_vs_actual_time_diff_avg,-15.385836667650567,9.237323806877589,True
general_nurse_station_scheduled_vs_actual_time_diff_avg,-2.795394089566409,-0.35944348427970185,False
transplant_nurse_station_scheduled_vs_actual_time_diff_avg,-5.776955289445286,2.6955278391065667,True
